"","Airport","Year","Month","Coach.Passengers","Public.Parking.Counts.at.PA.Airports","Shared.Ride.Passengers.x","Shared.Ride.Passengers.y","Taxi.Dispatched","Domestic.Passengers","International.Passengers","Total.Passengers"
"1","EWR",1977,1,NA,NA,NA,NA,NA,531581,9714,541295
"2","EWR",1977,2,NA,NA,NA,NA,NA,497774,12716,510490
"3","EWR",1977,3,NA,NA,NA,NA,NA,571872,17706,589578
"4","EWR",1977,4,NA,NA,NA,NA,NA,601788,23234,625022
"5","EWR",1977,5,NA,NA,NA,NA,NA,554973,21098,576071
"6","EWR",1977,6,NA,NA,NA,NA,NA,601233,20141,621374
"7","EWR",1977,7,NA,NA,NA,NA,NA,649929,25804,675733
"8","EWR",1977,8,NA,NA,NA,NA,NA,666594,28001,694595
"9","EWR",1977,9,NA,NA,NA,NA,NA,567372,20005,587377
"10","EWR",1977,10,NA,NA,NA,NA,NA,606764,19113,625877
"11","EWR",1977,11,NA,NA,NA,NA,NA,608185,16706,624891
"12","EWR",1977,12,NA,NA,NA,NA,NA,620236,9112,629348
"13","EWR",1978,1,NA,NA,NA,NA,NA,587824,8529,596353
"14","EWR",1978,2,NA,NA,NA,NA,NA,547916,10094,558010
"15","EWR",1978,3,NA,NA,NA,NA,NA,715219,19189,734408
"16","EWR",1978,4,NA,NA,NA,NA,NA,680825,19834,700659
"17","EWR",1978,5,NA,NA,NA,NA,NA,686437,29249,715686
"18","EWR",1978,6,NA,NA,NA,NA,NA,703427,28009,731436
"19","EWR",1978,7,NA,NA,NA,NA,NA,753650,36523,790173
"20","EWR",1978,8,NA,NA,NA,NA,NA,797689,36698,834387
"21","EWR",1978,9,NA,NA,NA,NA,NA,669873,25655,695528
"22","EWR",1978,10,NA,NA,NA,NA,NA,691071,26063,717134
"23","EWR",1978,11,NA,NA,NA,NA,NA,686047,16983,703030
"24","EWR",1978,12,NA,NA,NA,NA,NA,677936,13742,691678
"25","EWR",1979,1,NA,NA,NA,NA,NA,668233,15542,683775
"26","EWR",1979,2,NA,NA,NA,NA,NA,647702,18059,665761
"27","EWR",1979,3,NA,NA,NA,NA,NA,776863,20298,797161
"28","EWR",1979,4,NA,NA,NA,NA,NA,733117,40054,773171
"29","EWR",1979,5,NA,NA,NA,NA,NA,753146,47026,800172
"30","EWR",1979,6,NA,NA,NA,NA,NA,764736,41842,806578
"31","EWR",1979,7,NA,NA,NA,NA,NA,820392,47940,868332
"32","EWR",1979,8,NA,NA,NA,NA,NA,903776,41455,945231
"33","EWR",1979,9,NA,NA,NA,NA,NA,709615,27026,736641
"34","EWR",1979,10,NA,NA,NA,NA,NA,735697,28316,764013
"35","EWR",1979,11,NA,NA,NA,NA,NA,736356,15493,751849
"36","EWR",1979,12,NA,NA,NA,NA,NA,691501,12557,704058
"37","EWR",1980,1,NA,NA,NA,NA,NA,679806,11151,690957
"38","EWR",1980,2,NA,NA,NA,NA,NA,676298,13000,689298
"39","EWR",1980,3,NA,NA,NA,NA,NA,773541,16678,790219
"40","EWR",1980,4,NA,NA,NA,NA,NA,822562,19050,841612
"41","EWR",1980,5,NA,NA,NA,NA,NA,773797,23644,797441
"42","EWR",1980,6,NA,NA,NA,NA,NA,807849,22961,830810
"43","EWR",1980,7,NA,NA,NA,NA,NA,816321,24675,840996
"44","EWR",1980,8,NA,NA,NA,NA,NA,852387,22828,875215
"45","EWR",1980,9,NA,NA,NA,NA,NA,686687,14637,701324
"46","EWR",1980,10,NA,NA,NA,NA,NA,740678,15088,755766
"47","EWR",1980,11,NA,NA,NA,NA,NA,678989,12284,691273
"48","EWR",1980,12,NA,NA,NA,NA,NA,711799,6420,718219
"49","EWR",1981,1,NA,NA,NA,NA,NA,683598,4908,688506
"50","EWR",1981,2,NA,NA,NA,NA,NA,673055,5084,678139
"51","EWR",1981,3,NA,NA,NA,NA,NA,731444,7053,738497
"52","EWR",1981,4,NA,NA,NA,NA,NA,763972,11723,775695
"53","EWR",1981,5,NA,NA,NA,NA,NA,840418,13829,854247
"54","EWR",1981,6,NA,NA,NA,NA,NA,860528,22153,882681
"55","EWR",1981,7,NA,NA,NA,NA,NA,926348,33818,960166
"56","EWR",1981,8,NA,NA,NA,NA,NA,926142,33352,959494
"57","EWR",1981,9,NA,NA,NA,NA,NA,859953,18786,878739
"58","EWR",1981,10,NA,NA,NA,NA,NA,963998,14099,978097
"59","EWR",1981,11,NA,NA,NA,NA,NA,900788,9447,910235
"60","EWR",1981,12,NA,NA,NA,NA,NA,869180,7792,876972
"61","EWR",1982,1,NA,NA,NA,NA,NA,813026,10298,823324
"62","EWR",1982,2,NA,NA,NA,NA,NA,798631,11490,810121
"63","EWR",1982,3,NA,NA,NA,NA,NA,951290,16693,967983
"64","EWR",1982,4,NA,NA,NA,NA,NA,1022220,18885,1041105
"65","EWR",1982,5,NA,NA,NA,NA,NA,955846,24303,980149
"66","EWR",1982,6,NA,NA,NA,NA,NA,975759,26315,1002074
"67","EWR",1982,7,NA,NA,NA,NA,NA,1041046,31240,1072286
"68","EWR",1982,8,NA,NA,NA,NA,NA,1074945,32302,1107247
"69","EWR",1982,9,NA,NA,NA,NA,NA,929714,22079,951793
"70","EWR",1982,10,NA,NA,NA,NA,NA,1069314,17564,1086878
"71","EWR",1982,11,NA,NA,NA,NA,NA,1078461,21344,1099805
"72","EWR",1982,12,NA,NA,NA,NA,NA,1131266,13758,1145024
"73","EWR",1983,1,NA,NA,NA,NA,NA,1166404,13151,1179555
"74","EWR",1983,2,NA,NA,NA,NA,NA,1089158,14403,1103561
"75","EWR",1983,3,NA,NA,NA,NA,NA,1333014,20877,1353891
"76","EWR",1983,4,NA,NA,NA,NA,NA,1270088,23703,1293791
"77","EWR",1983,5,NA,NA,NA,NA,NA,1301830,26833,1328663
"78","EWR",1983,6,NA,NA,NA,NA,NA,1486098,38825,1524923
"79","EWR",1983,7,NA,NA,NA,NA,NA,1584159,50372,1634531
"80","EWR",1983,8,NA,NA,NA,NA,NA,1679437,52287,1731724
"81","EWR",1983,9,NA,NA,NA,NA,NA,1443344,38577,1481921
"82","EWR",1983,10,NA,NA,NA,NA,NA,1573895,31344,1605239
"83","EWR",1983,11,NA,NA,NA,NA,NA,1543542,27755,1571297
"84","EWR",1983,12,NA,NA,NA,NA,NA,1568857,24921,1593778
"85","EWR",1984,1,NA,NA,NA,NA,NA,1486514,27627,1514141
"86","EWR",1984,2,NA,NA,NA,NA,NA,1531759,28905,1560664
"87","EWR",1984,3,NA,NA,NA,NA,NA,1782391,38888,1821279
"88","EWR",1984,4,NA,NA,NA,NA,NA,1838435,46023,1884458
"89","EWR",1984,5,NA,NA,NA,NA,NA,1800000,48142,1848142
"90","EWR",1984,6,NA,NA,NA,NA,NA,1929177,54937,1984114
"91","EWR",1984,7,NA,NA,NA,NA,NA,2072463,94896,2167359
"92","EWR",1984,8,NA,NA,NA,NA,NA,2306738,108371,2415109
"93","EWR",1984,9,NA,NA,NA,NA,NA,1925651,80610,2006261
"94","EWR",1984,10,NA,NA,NA,NA,NA,2061620,65299,2126919
"95","EWR",1984,11,NA,NA,NA,NA,NA,2096052,49025,2145077
"96","EWR",1984,12,NA,NA,NA,NA,NA,2124751,49027,2173778
"97","EWR",1985,1,NA,NA,NA,NA,NA,1953864,42790,1996654
"98","EWR",1985,2,NA,NA,NA,NA,NA,1916917,32173,1949090
"99","EWR",1985,3,NA,NA,NA,NA,NA,2412705,52358,2465063
"100","EWR",1985,4,NA,NA,NA,NA,NA,2438878,65640,2504518
"101","EWR",1985,5,NA,NA,NA,NA,NA,2425050,68376,2493426
"102","EWR",1985,6,NA,NA,NA,NA,NA,2458176,79306,2537482
"103","EWR",1985,7,NA,NA,NA,NA,NA,2402182,99971,2502153
"104","EWR",1985,8,NA,NA,NA,NA,NA,2831108,110009,2941117
"105","EWR",1985,9,NA,NA,NA,NA,NA,2040503,88807,2129310
"106","EWR",1985,10,NA,NA,NA,NA,NA,2264354,71910,2336264
"107","EWR",1985,11,NA,NA,NA,NA,NA,2156816,52499,2209315
"108","EWR",1985,12,NA,NA,NA,NA,NA,2452540,58132,2510672
"109","EWR",1986,1,NA,NA,NA,NA,NA,2189090,54612,2243702
"110","EWR",1986,2,NA,NA,NA,NA,NA,2039904,45944,2085848
"111","EWR",1986,3,NA,NA,NA,NA,NA,2487364,66837,2554201
"112","EWR",1986,4,NA,NA,NA,NA,NA,2555878,68346,2624224
"113","EWR",1986,5,NA,NA,NA,NA,NA,2498540,60801,2559341
"114","EWR",1986,6,NA,NA,NA,NA,NA,2402176,73634,2475810
"115","EWR",1986,7,NA,NA,NA,NA,NA,2837659,93292,2930951
"116","EWR",1986,8,NA,NA,NA,NA,NA,3105558,110068,3215626
"117","EWR",1986,9,NA,NA,NA,NA,NA,2113105,73880,2186985
"118","EWR",1986,10,NA,NA,NA,NA,NA,2305130,60642,2365772
"119","EWR",1986,11,NA,NA,NA,NA,NA,2023320,47367,2070687
"120","EWR",1986,12,NA,NA,NA,NA,NA,2044062,63596,2107658
"121","EWR",1987,1,NA,NA,NA,NA,NA,1767299,49261,1816560
"122","EWR",1987,2,NA,NA,NA,NA,NA,1793941,46607,1840548
"123","EWR",1987,3,NA,NA,NA,NA,NA,2094234,57863,2152097
"124","EWR",1987,4,NA,NA,NA,NA,NA,2067714,57216,2124930
"125","EWR",1987,5,NA,NA,NA,NA,NA,1955273,59439,2014712
"126","EWR",1987,6,NA,NA,NA,NA,NA,1867279,63373,1930652
"127","EWR",1987,7,NA,NA,NA,NA,NA,2040419,85378,2125797
"128","EWR",1987,8,NA,NA,NA,NA,NA,2089965,104787,2194752
"129","EWR",1987,9,NA,NA,NA,NA,NA,1741857,82008,1823865
"130","EWR",1987,10,NA,NA,NA,NA,NA,1710679,72264,1782943
"131","EWR",1987,11,NA,NA,NA,NA,NA,1776433,53405,1829838
"132","EWR",1987,12,NA,NA,NA,NA,NA,1733074,88973,1822047
"133","EWR",1988,1,NA,NA,NA,NA,NA,1570523,74607,1645130
"134","EWR",1988,2,NA,NA,NA,NA,NA,1652559,76628,1729187
"135","EWR",1988,3,NA,NA,NA,NA,NA,1951219,88453,2039672
"136","EWR",1988,4,NA,NA,NA,NA,NA,1795733,84299,1880032
"137","EWR",1988,5,NA,NA,NA,NA,NA,1763502,94143,1857645
"138","EWR",1988,6,NA,NA,NA,NA,NA,1811385,110820,1922205
"139","EWR",1988,7,NA,NA,NA,NA,NA,1929619,124486,2054105
"140","EWR",1988,8,NA,NA,NA,NA,NA,2020438,140883,2161321
"141","EWR",1988,9,NA,NA,NA,NA,NA,1675479,106415,1781894
"142","EWR",1988,10,NA,NA,NA,NA,NA,1797100,93356,1890456
"143","EWR",1988,11,NA,NA,NA,NA,NA,1768427,80028,1848455
"144","EWR",1988,12,NA,NA,NA,NA,NA,1577810,83618,1661428
"145","EWR",1989,1,NA,NA,NA,NA,NA,1370196,87440,1457636
"146","EWR",1989,2,NA,NA,NA,NA,NA,1391887,86678,1478565
"147","EWR",1989,3,NA,NA,NA,NA,NA,1723514,112622,1836136
"148","EWR",1989,4,NA,NA,NA,NA,NA,1609960,107482,1717442
"149","EWR",1989,5,NA,NA,NA,NA,NA,1674540,128815,1803355
"150","EWR",1989,6,NA,NA,NA,NA,NA,1728313,179628,1907941
"151","EWR",1989,7,NA,NA,NA,NA,NA,1698019,211351,1909370
"152","EWR",1989,8,NA,NA,NA,NA,NA,1870740,214197,2084937
"153","EWR",1989,9,NA,NA,NA,NA,NA,1455833,159073,1614906
"154","EWR",1989,10,NA,NA,NA,NA,NA,1628639,139425,1768064
"155","EWR",1989,11,NA,NA,NA,NA,NA,1606276,129197,1735473
"156","EWR",1989,12,NA,NA,NA,NA,NA,1476586,129500,1606086
"157","EWR",1990,1,NA,NA,NA,NA,NA,1439633,131334,1570967
"158","EWR",1990,2,NA,NA,NA,NA,NA,1447344,123498,1570842
"159","EWR",1990,3,NA,NA,NA,NA,NA,1714823,164027,1878850
"160","EWR",1990,4,NA,NA,NA,NA,NA,1666420,196754,1863174
"161","EWR",1990,5,NA,NA,NA,NA,NA,1647063,230289,1877352
"162","EWR",1990,6,NA,NA,NA,NA,NA,1657967,267519,1925486
"163","EWR",1990,7,NA,NA,NA,NA,NA,1798852,316392,2115244
"164","EWR",1990,8,NA,NA,NA,NA,NA,1909848,326313,2236161
"165","EWR",1990,9,NA,NA,NA,NA,NA,1501292,236376,1737668
"166","EWR",1990,10,NA,NA,NA,NA,NA,1661035,213313,1874348
"167","EWR",1990,11,NA,NA,NA,NA,NA,1690869,185498,1876367
"168","EWR",1990,12,NA,NA,NA,NA,NA,1553221,175322,1728543
"169","EWR",1991,1,NA,NA,NA,NA,NA,1443309,162104,1605413
"170","EWR",1991,2,NA,NA,NA,NA,NA,1403846,137973,1541819
"171","EWR",1991,3,NA,NA,NA,NA,NA,1590066,183838,1773904
"172","EWR",1991,4,NA,NA,NA,NA,NA,1672345,195611,1867956
"173","EWR",1991,5,NA,NA,NA,NA,NA,1634813,234823,1869636
"174","EWR",1991,6,NA,NA,NA,NA,NA,1658216,267621,1925837
"175","EWR",1991,7,NA,NA,NA,NA,NA,1764039,312574,2076613
"176","EWR",1991,8,NA,NA,NA,NA,NA,1897677,335893,2233570
"177","EWR",1991,9,NA,NA,NA,NA,NA,1542919,264194,1807113
"178","EWR",1991,10,NA,NA,NA,NA,NA,1667822,251667,1919489
"179","EWR",1991,11,NA,NA,NA,NA,NA,1563251,213025,1776276
"180","EWR",1991,12,NA,NA,NA,NA,NA,1649746,226684,1876430
"181","EWR",1992,1,NA,NA,NA,NA,NA,1441859,220235,1662094
"182","EWR",1992,2,NA,NA,NA,NA,NA,1488239,202621,1690860
"183","EWR",1992,3,NA,NA,NA,NA,NA,1739728,251763,1991491
"184","EWR",1992,4,NA,NA,NA,NA,NA,1738485,265994,2004479
"185","EWR",1992,5,NA,NA,NA,NA,NA,1787889,278243,2066132
"186","EWR",1992,6,NA,NA,NA,NA,NA,1898180,310404,2208584
"187","EWR",1992,7,NA,NA,NA,NA,NA,1965025,365519,2330544
"188","EWR",1992,8,NA,NA,NA,NA,NA,2086210,390383,2476593
"189","EWR",1992,9,NA,NA,NA,NA,NA,1696915,296795,1993710
"190","EWR",1992,10,NA,NA,NA,NA,NA,1757424,282498,2039922
"191","EWR",1992,11,NA,NA,NA,NA,NA,1703513,232896,1936409
"192","EWR",1992,12,NA,NA,NA,NA,NA,1664920,218510,1883430
"193","EWR",1993,1,NA,NA,NA,NA,NA,1522377,234268,1756645
"194","EWR",1993,2,NA,NA,NA,NA,NA,1522954,200353,1723307
"195","EWR",1993,3,NA,NA,NA,NA,NA,1718147,248425,1966572
"196","EWR",1993,4,NA,NA,NA,NA,NA,1922891,261137,2184028
"197","EWR",1993,5,NA,NA,NA,NA,NA,1912529,277462,2189991
"198","EWR",1993,6,NA,NA,NA,NA,NA,1892803,341687,2234490
"199","EWR",1993,7,NA,NA,NA,NA,NA,1988286,373978,2362264
"200","EWR",1993,8,NA,NA,NA,NA,NA,2193672,389319,2582991
"201","EWR",1993,9,NA,NA,NA,NA,NA,1802846,311067,2113913
"202","EWR",1993,10,NA,NA,NA,NA,NA,1980462,304497,2284959
"203","EWR",1993,11,NA,NA,NA,NA,NA,1985246,249041,2234287
"204","EWR",1993,12,NA,NA,NA,NA,NA,1927879,248087,2175966
"205","EWR",1994,1,NA,NA,NA,NA,NA,1646956,236490,1883446
"206","EWR",1994,2,NA,NA,NA,NA,NA,1583763,204813,1788576
"207","EWR",1994,3,NA,NA,NA,NA,NA,2091169,282546,2373715
"208","EWR",1994,4,NA,NA,NA,NA,NA,2074237,273827,2348064
"209","EWR",1994,5,NA,NA,NA,NA,NA,2149570,301180,2450750
"210","EWR",1994,6,NA,NA,NA,NA,NA,2131656,357622,2489278
"211","EWR",1994,7,NA,NA,NA,NA,NA,2219185,399661,2618846
"212","EWR",1994,8,NA,NA,NA,NA,NA,2409440,414542,2823982
"213","EWR",1994,9,NA,NA,NA,NA,NA,2001941,331566,2333507
"214","EWR",1994,10,NA,NA,NA,NA,NA,2126195,318801,2444996
"215","EWR",1994,11,NA,NA,NA,NA,NA,2037917,260490,2298407
"216","EWR",1994,12,NA,NA,NA,NA,NA,1896504,267875,2164379
"217","EWR",1995,1,NA,NA,NA,NA,NA,1654848,249928,1904776
"218","EWR",1995,2,NA,NA,NA,NA,NA,1610023,226012,1836035
"219","EWR",1995,3,NA,NA,NA,NA,NA,1941291,313317,2254608
"220","EWR",1995,4,NA,NA,NA,NA,NA,2011251,309406,2320657
"221","EWR",1995,5,NA,NA,NA,NA,NA,1959335,306004,2265339
"222","EWR",1995,6,NA,NA,NA,NA,NA,1983310,354465,2337775
"223","EWR",1995,7,NA,NA,NA,NA,NA,2022585,400329,2422914
"224","EWR",1995,8,NA,NA,NA,NA,NA,2170792,424675,2595467
"225","EWR",1995,9,NA,NA,NA,NA,NA,1804766,358406,2163172
"226","EWR",1995,10,NA,NA,NA,NA,NA,1939047,327628,2266675
"227","EWR",1995,11,NA,NA,NA,NA,NA,1907732,283067,2190799
"228","EWR",1995,12,NA,NA,NA,NA,NA,1773720,291870,2065590
"229","EWR",1996,1,NA,NA,NA,NA,NA,1563868,272260,1836128
"230","EWR",1996,2,NA,NA,NA,NA,NA,1772626,283408,2056034
"231","EWR",1996,3,NA,NA,NA,NA,NA,2076637,373279,2449916
"232","EWR",1996,4,NA,NA,NA,NA,NA,2160599,366971,2527570
"233","EWR",1996,5,NA,NA,NA,NA,NA,2147439,375403,2522842
"234","EWR",1996,6,NA,NA,NA,NA,NA,2143370,422326,2565696
"235","EWR",1996,7,NA,NA,NA,NA,NA,2269369,489987,2759356
"236","EWR",1996,8,NA,NA,NA,NA,NA,2442865,518843,2961708
"237","EWR",1996,9,NA,NA,NA,NA,NA,1913448,401434,2314882
"238","EWR",1996,10,NA,NA,NA,NA,NA,2103367,392272,2495639
"239","EWR",1996,11,NA,NA,NA,NA,NA,1890636,337456,2228092
"240","EWR",1996,12,NA,NA,NA,NA,NA,2035476,354120,2389596
"241","EWR",1997,1,NA,NA,NA,NA,NA,1781310,333432,2114742
"242","EWR",1997,2,NA,NA,NA,NA,NA,1773861,312100,2085961
"243","EWR",1997,3,NA,NA,NA,NA,NA,2164991,407683,2572674
"244","EWR",1997,4,NA,NA,NA,NA,NA,2189801,411355,2601156
"245","EWR",1997,5,NA,NA,NA,NA,NA,2166028,478416,2644444
"246","EWR",1997,6,NA,NA,NA,NA,NA,2171288,530130,2701418
"247","EWR",1997,7,NA,NA,NA,NA,NA,2317217,612488,2929705
"248","EWR",1997,8,NA,NA,NA,NA,NA,2460153,643327,3103480
"249","EWR",1997,9,NA,NA,NA,NA,NA,2000004,521140,2521144
"250","EWR",1997,10,NA,NA,NA,NA,NA,2152502,490781,2643283
"251","EWR",1997,11,NA,NA,NA,NA,NA,2039269,434402,2473671
"252","EWR",1997,12,NA,NA,NA,NA,NA,2110563,443504,2554067
"253","EWR",1998,1,NA,NA,NA,NA,NA,1798426,418252,2216678
"254","EWR",1998,2,NA,NA,NA,NA,NA,1753320,392071,2145391
"255","EWR",1998,3,NA,NA,NA,NA,NA,2182667,521235,2703902
"256","EWR",1998,4,NA,NA,NA,NA,NA,2274008,537118,2811126
"257","EWR",1998,5,NA,NA,NA,NA,NA,2219614,579946,2799560
"258","EWR",1998,6,NA,NA,NA,NA,NA,2228784,621768,2850552
"259","EWR",1998,7,NA,NA,NA,NA,NA,2397600,678272,3075872
"260","EWR",1998,8,NA,NA,NA,NA,NA,2474586,705164,3179750
"261","EWR",1998,9,NA,NA,NA,NA,NA,2067783,597063,2664846
"262","EWR",1998,10,NA,NA,NA,NA,NA,2217772,573369,2791141
"263","EWR",1998,11,NA,NA,NA,NA,NA,2094048,485987,2580035
"264","EWR",1998,12,NA,NA,NA,NA,NA,2145310,503802,2649112
"265","EWR",1999,1,NA,NA,NA,NA,NA,1826768,493392,2320160
"266","EWR",1999,2,NA,NA,NA,NA,NA,1811407,465656,2277063
"267","EWR",1999,3,NA,NA,NA,NA,NA,2253173,608792,2861965
"268","EWR",1999,4,NA,NA,NA,NA,NA,2254274,596239,2850513
"269","EWR",1999,5,NA,NA,NA,NA,NA,2215820,629749,2845569
"270","EWR",1999,6,NA,NA,NA,NA,NA,2263151,696572,2959723
"271","EWR",1999,7,NA,NA,NA,NA,NA,2394338,763187,3157525
"272","EWR",1999,8,NA,NA,NA,NA,NA,2457280,810544,3267824
"273","EWR",1999,9,NA,NA,NA,NA,NA,2004829,673437,2678266
"274","EWR",1999,10,NA,NA,NA,NA,NA,2209256,669596,2878852
"275","EWR",1999,11,NA,NA,NA,NA,NA,2167058,599026,2766084
"276","EWR",1999,12,NA,NA,NA,NA,NA,2054106,527846,2581952
"277","EWR",2000,1,NA,NA,NA,NA,NA,1786677,522947,2309624
"278","EWR",2000,2,NA,NA,NA,NA,NA,1883715,517599,2401314
"279","EWR",2000,3,NA,NA,NA,NA,NA,2281973,688364,2970337
"280","EWR",2000,4,NA,NA,NA,NA,NA,2237427,681403,2918830
"281","EWR",2000,5,NA,NA,NA,NA,NA,2278495,709069,2987564
"282","EWR",2000,6,NA,NA,NA,NA,NA,2288961,771581,3060542
"283","EWR",2000,7,NA,NA,NA,NA,NA,2335457,849034,3184491
"284","EWR",2000,8,NA,NA,NA,NA,NA,2415175,861168,3276343
"285","EWR",2000,9,NA,NA,NA,NA,NA,1981710,752430,2734140
"286","EWR",2000,10,NA,NA,NA,NA,NA,2115006,662641,2777647
"287","EWR",2000,11,NA,NA,NA,NA,NA,2162774,606758,2769532
"288","EWR",2000,12,NA,NA,NA,NA,NA,2020527,587122,2607649
"289","EWR",2001,1,NA,NA,NA,NA,NA,1856477,559143,2415620
"290","EWR",2001,2,NA,NA,NA,NA,NA,1812275,489563,2301838
"291","EWR",2001,3,NA,NA,NA,NA,NA,2171839,662228,2834067
"292","EWR",2001,4,NA,NA,NA,NA,NA,2285866,688398,2974264
"293","EWR",2001,5,NA,NA,NA,NA,NA,2233953,682000,2915953
"294","EWR",2001,6,NA,NA,NA,NA,NA,2242856,789171,3032027
"295","EWR",2001,7,NA,NA,NA,NA,NA,2312063,843722,3155785
"296","EWR",2001,8,NA,NA,NA,NA,NA,2511043,846779,3357822
"297","EWR",2001,9,NA,NA,NA,NA,NA,1205893,508919,1714812
"298","EWR",2001,10,NA,NA,NA,NA,NA,1537279,426664,1963943
"299","EWR",2001,11,NA,NA,NA,NA,NA,1659770,437130,2096900
"300","EWR",2001,12,NA,NA,NA,NA,NA,1653423,520395,2173818
"301","EWR",2002,1,18977,391773,NA,NA,63700,1545399,493348,2038747
"302","EWR",2002,2,18629,372018,NA,NA,60000,1448197,472728,1920925
"303","EWR",2002,3,26887,443142,NA,NA,79900,1943843,615677,2559520
"304","EWR",2002,4,24780,430709,NA,NA,76600,1883709,570154,2453863
"305","EWR",2002,5,28677,456380,NA,NA,79500,1909890,635866,2545756
"306","EWR",2002,6,24984,467954,NA,NA,82500,1921283,721156,2642439
"307","EWR",2002,7,26622,455912,NA,NA,87300,2034653,759294,2793947
"308","EWR",2002,8,30036,442644,NA,NA,90400,2115946,779978,2895924
"309","EWR",2002,9,26138,338234,NA,NA,69000,1594390,615136,2209526
"310","EWR",2002,10,26588,368835,NA,NA,75100,1807824,596589,2404413
"311","EWR",2002,11,25232,360758,NA,NA,71200,1754822,525345,2280167
"312","EWR",2002,12,31488,378699,NA,NA,77300,1887649,587670,2475319
"313","EWR",2003,1,20019,346762,NA,NA,69000,1522783,550706,2073489
"314","EWR",2003,2,18623,298528,NA,NA,64800,1441862,484051,1925913
"315","EWR",2003,3,22332,354643,NA,NA,77800,1758528,579215,2337743
"316","EWR",2003,4,23369,335801,NA,NA,77800,1801044,540928,2341972
"317","EWR",2003,5,27544,370461,NA,NA,82100,1857913,609766,2467679
"318","EWR",2003,6,25889,392649,NA,NA,88700,1950100,716934,2667034
"319","EWR",2003,7,28042,430360,NA,NA,96600,2113097,792371,2905468
"320","EWR",2003,8,31168,445253,NA,NA,98600,2127951,835872,2963823
"321","EWR",2003,9,27953,342331,NA,NA,74800,1597690,651210,2248900
"322","EWR",2003,10,30040,366152,NA,NA,83800,1857656,665028,2522684
"323","EWR",2003,11,29004,352091,NA,NA,80800,1832896,599276,2432172
"324","EWR",2003,12,30289,363096,NA,NA,85200,1920210,642483,2562693
"325","EWR",2004,1,19829,341978,NA,NA,61300,1597117,626362,2223479
"326","EWR",2004,2,18940,325652,NA,NA,60900,1641858,568030,2209888
"327","EWR",2004,3,27726,378973,NA,NA,74100,1983622,702548,2686170
"328","EWR",2004,4,32309,368431,NA,NA,75568,2038110,722007,2760117
"329","EWR",2004,5,31186,370007,NA,NA,74003,1878649,741951,2620600
"330","EWR",2004,6,35913,389747,NA,NA,76114,2077995,831566,2909561
"331","EWR",2004,7,38154,421109,NA,NA,75765,2159263,920498,3079761
"332","EWR",2004,8,39068,416470,NA,NA,73020,2133765,917001,3050766
"333","EWR",2004,9,35498,335861,NA,NA,74904,1693134,723134,2416268
"334","EWR",2004,10,35811,356070,NA,NA,78499,1977950,735331,2713281
"335","EWR",2004,11,35052,343929,NA,NA,75940,1936231,672236,2608467
"336","EWR",2004,12,38342,349119,NA,NA,75405,1917529,697262,2614791
"337","EWR",2005,1,25363,326004,10219,10219,65285,1640542,688609,2329151
"338","EWR",2005,2,25353,298272,9800,9800,65899,1610796,594180,2204976
"339","EWR",2005,3,31706,366031,10978,10978,81464,2063051,768543,2831594
"340","EWR",2005,4,32912,354059,12735,12735,77410,1994576,759536,2754112
"341","EWR",2005,5,28024,366254,14613,14613,84002,1984962,787367,2772329
"342","EWR",2005,6,29565,374228,13917,13917,80078,2012728,846218,2858946
"343","EWR",2005,7,33185,402777,14319,14319,80432,2123903,991097,3115000
"344","EWR",2005,8,35330,405472,14526,14526,80217,2153888,966431,3120319
"345","EWR",2005,9,33977,343355,13820,13820,81761,1865950,794415,2660365
"346","EWR",2005,10,32833,354391,14623,14623,85048,2039042,764492,2803534
"347","EWR",2005,11,30976,355942,13544,13544,79995,2113354,676317,2789671
"348","EWR",2005,12,35098,360201,15372,15372,78235,2110676,728358,2839034
"349","EWR",2006,1,24545,348429,10315,10315,73584,1889977,699041,2589018
"350","EWR",2006,2,13974,314359,9609,9609,66811,1797923,616334,2414257
"351","EWR",2006,3,16458,390256,13017,13017,86059,2301841,814670,3116511
"352","EWR",2006,4,18661,381197,13764,13764,86702,2332424,849737,3182161
"353","EWR",2006,5,18984,384145,13457,13457,92491,2239076,875888,3114964
"354","EWR",2006,6,17423,402885,13872,13872,89714,2239039,953572,3192611
"355","EWR",2006,7,17998,422922,13840,13840,86693,2282214,1040318,3322532
"356","EWR",2006,8,18535,423154,13917,13917,84290,2276703,1021865,3298568
"357","EWR",2006,9,19246,346614,12308,12308,85450,1875925,823623,2699548
"358","EWR",2006,10,20571,358394,13320,13320,93988,2102370,810170,2912540
"359","EWR",2006,11,20479,359293,12649,12649,93250,2144194,734892,2879086
"360","EWR",2006,12,22633,348321,12865,12865,87752,2123615,789137,2912752
"361","EWR",2007,1,16024,335870,8935,8935,24345,1888929,744432,2633361
"362","EWR",2007,2,14796,303751,8775,8775,22240,1798353,682606,2480959
"363","EWR",2007,3,19556,373790,11932,11932,25295,2203117,868901,3072018
"364","EWR",2007,4,21183,358768,13568,13568,25231,2302307,893869,3196176
"365","EWR",2007,5,22112,367149,13175,13175,26663,2289360,926700,3216060
"366","EWR",2007,6,19628,382831,12119,12119,25788,2250013,987415,3237428
"367","EWR",2007,7,17591,393423,12062,12062,23140,2334422,1092047,3426469
"368","EWR",2007,8,18313,403160,13120,13120,25430,2405180,1101821,3507001
