"","Airport","Year","Month","Coach.Passengers","Public.Parking.Counts.at.PA.Airports","Shared.Ride.Passengers.x","Shared.Ride.Passengers.y","Taxi.Dispatched","Domestic.Passengers","International.Passengers","Total.Passengers"
"731","JFK",1998,1,NA,NA,NA,NA,NA,1045191,1280675,2325866
"732","JFK",1998,2,NA,NA,NA,NA,NA,965754,1093670,2059424
"733","JFK",1998,3,NA,NA,NA,NA,NA,1053214,1411376,2464590
"734","JFK",1998,4,NA,NA,NA,NA,NA,1091837,1429185,2521022
"735","JFK",1998,5,NA,NA,NA,NA,NA,1156857,1501535,2658392
"736","JFK",1998,6,NA,NA,NA,NA,NA,1200855,1639271,2840126
"737","JFK",1998,7,NA,NA,NA,NA,NA,1283444,1839688,3123132
"738","JFK",1998,8,NA,NA,NA,NA,NA,1341168,1959253,3300421
"739","JFK",1998,9,NA,NA,NA,NA,NA,1078372,1593667,2672039
"740","JFK",1998,10,NA,NA,NA,NA,NA,981813,1488455,2470268
"741","JFK",1998,11,NA,NA,NA,NA,NA,959216,1257494,2216710
"742","JFK",1998,12,NA,NA,NA,NA,NA,1056846,1350057,2406903
"743","JFK",1999,1,NA,NA,NA,NA,NA,955433,1265593,2221026
"744","JFK",1999,2,NA,NA,NA,NA,NA,866696,1073753,1940449
"745","JFK",1999,3,NA,NA,NA,NA,NA,1107216,1480384,2587600
"746","JFK",1999,4,NA,NA,NA,NA,NA,1103573,1409478,2513051
"747","JFK",1999,5,NA,NA,NA,NA,NA,1100462,1485728,2586190
"748","JFK",1999,6,NA,NA,NA,NA,NA,1243337,1716522,2959859
"749","JFK",1999,7,NA,NA,NA,NA,NA,1381257,1884606,3265863
"750","JFK",1999,8,NA,NA,NA,NA,NA,1419097,1977131,3396228
"751","JFK",1999,9,NA,NA,NA,NA,NA,1094561,1598371,2692932
"752","JFK",1999,10,NA,NA,NA,NA,NA,1130613,1569574,2700187
"753","JFK",1999,11,NA,NA,NA,NA,NA,1072703,1413626,2486329
"754","JFK",1999,12,NA,NA,NA,NA,NA,1028397,1329818,2358215
"755","JFK",2000,1,NA,NA,NA,NA,NA,957240,1264670,2221910
"756","JFK",2000,2,NA,NA,NA,NA,NA,936456,1175909,2112365
"757","JFK",2000,3,NA,NA,NA,NA,NA,1145731,1514846,2660577
"758","JFK",2000,4,NA,NA,NA,NA,NA,1170498,1577457,2747955
"759","JFK",2000,5,NA,NA,NA,NA,NA,1192309,1617881,2810190
"760","JFK",2000,6,NA,NA,NA,NA,NA,1242320,1767651,3009971
"761","JFK",2000,7,NA,NA,NA,NA,NA,1376392,1948270,3324662
"762","JFK",2000,8,NA,NA,NA,NA,NA,1463519,1954973,3418492
"763","JFK",2000,9,NA,NA,NA,NA,NA,1164708,1608614,2773322
"764","JFK",2000,10,NA,NA,NA,NA,NA,1189851,1517555,2707406
"765","JFK",2000,11,NA,NA,NA,NA,NA,1166281,1363285,2529566
"766","JFK",2000,12,NA,NA,NA,NA,NA,1154401,1356703,2511104
"767","JFK",2001,1,NA,NA,NA,NA,NA,1037314,1284372,2321686
"768","JFK",2001,2,NA,NA,NA,NA,NA,942508,1142841,2085349
"769","JFK",2001,3,NA,NA,NA,NA,NA,1153372,1416996,2570368
"770","JFK",2001,4,NA,NA,NA,NA,NA,1211111,1497756,2708867
"771","JFK",2001,5,NA,NA,NA,NA,NA,1208178,1477377,2685555
"772","JFK",2001,6,NA,NA,NA,NA,NA,1282168,1641868,2924036
"773","JFK",2001,7,NA,NA,NA,NA,NA,1442110,1808772,3250882
"774","JFK",2001,8,NA,NA,NA,NA,NA,1522880,1886001,3408881
"775","JFK",2001,9,NA,NA,NA,NA,NA,765752,1104819,1870571
"776","JFK",2001,10,NA,NA,NA,NA,NA,858366,869969,1728335
"777","JFK",2001,11,NA,NA,NA,NA,NA,918337,811439,1729776
"778","JFK",2001,12,NA,NA,NA,NA,NA,980692,1046048,2026740
"779","JFK",2002,1,30338,349019,NA,NA,154245,959372,1057743,2017115
"780","JFK",2002,2,26409,301327,NA,NA,132553,927834,943061,1870895
"781","JFK",2002,3,36206,367110,NA,NA,170990,1197032,1239819,2436851
"782","JFK",2002,4,29482,355947,NA,NA,170926,1166390,1157688,2324078
"783","JFK",2002,5,42262,370167,NA,NA,174781,1195259,1237437,2432696
"784","JFK",2002,6,44453,426258,NA,NA,173452,1272939,1398616,2671555
"785","JFK",2002,7,44043,502426,NA,NA,177482,1418647,1590446,3009093
"786","JFK",2002,8,48439,533359,NA,NA,191258,1531346,1688137,3219483
"787","JFK",2002,9,47167,403954,NA,NA,176218,1142462,1322899,2465361
"788","JFK",2002,10,46684,366481,NA,NA,188771,1244743,1234364,2479107
"789","JFK",2002,11,39478,346275,NA,NA,170756,1176810,1138789,2315599
"790","JFK",2002,12,47730,403146,NA,NA,189012,1369020,1327335,2696355
"791","JFK",2003,1,37300,418212,NA,NA,183162,1228047,1229023,2457070
"792","JFK",2003,2,31342,325456,NA,NA,152600,1127640,978719,2106359
"793","JFK",2003,3,40636,373830,NA,NA,179642,1365018,1105164,2470182
"794","JFK",2003,4,35413,354575,NA,NA,160130,1337610,1016180,2353790
"795","JFK",2003,5,43439,381612,NA,NA,184765,1319779,1106725,2426504
"796","JFK",2003,6,49370,428817,NA,NA,187269,1378709,1350227,2728936
"797","JFK",2003,7,49193,516725,NA,NA,195219,1579892,1615435,3195327
"798","JFK",2003,8,54200,543811,NA,NA,200814,1588226,1731633,3319859
"799","JFK",2003,9,50831,423272,NA,NA,195833,1229075,1328589,2557664
"800","JFK",2003,10,48268,392119,NA,NA,190874,1374107,1266663,2640770
"801","JFK",2003,11,44457,376034,NA,NA,186881,1346812,1205984,2552796
"802","JFK",2003,12,47916,420684,NA,NA,192176,1561943,1365291,2927234
"803","JFK",2004,1,33313,408441,NA,NA,193475,1402038,1263916,2665954
"804","JFK",2004,2,30712,331856,NA,NA,177751,1387648,1122131,2509779
"805","JFK",2004,3,42276,378522,NA,NA,217106,1623189,1343726,2966915
"806","JFK",2004,4,41053,413591,NA,NA,211238,1714237,1403896,3118133
"807","JFK",2004,5,52078,418821,NA,NA,199536,1657058,1377473,3034531
"808","JFK",2004,6,56569,468077,NA,NA,200093,1740155,1584770,3324925
"809","JFK",2004,7,51594,557464,NA,NA,198092,1949918,1825802,3775720
"810","JFK",2004,8,56859,575492,NA,NA,209786,2015439,1891652,3907091
"811","JFK",2004,9,57362,439458,NA,NA,204790,1522989,1513379,3036368
"812","JFK",2004,10,54022,401957,NA,NA,200302,1694992,1367766,3062758
"813","JFK",2004,11,47054,382416,NA,NA,195218,1683136,1305942,2989078
"814","JFK",2004,12,48156,420263,NA,NA,191513,1696934,1486305,3183239
"815","JFK",2005,1,39172,435868,20778,20778,217816,1641828,1396155,3037983
"816","JFK",2005,2,34236,350764,20816,20816,187758,1535891,1222661,2758552
"817","JFK",2005,3,49858,426279,26850,26850,228789,1949296,1539506,3488802
"818","JFK",2005,4,46509,374927,27261,27261,219208,1891377,1490679,3382056
"819","JFK",2005,5,54378,381752,29432,29432,236151,1888405,1611962,3500367
"820","JFK",2005,6,55338,417249,27721,27721,224397,1921091,1709719,3630810
"821","JFK",2005,7,48976,502945,28165,28165,222395,2173472,1972579,4146051
"822","JFK",2005,8,51030,498177,26675,26675,226843,2152808,1955533,4108341
"823","JFK",2005,9,51554,381254,25503,25503,223606,1632168,1597370,3229538
"824","JFK",2005,10,44583,335146,25770,25770,207334,1668789,1457056,3125845
"825","JFK",2005,11,43015,318337,22134,22134,202369,1820643,1369745,3190388
"826","JFK",2005,12,45795,340793,25769,25769,205831,1815786,1477392,3293178
"827","JFK",2006,1,36449,341538,18308,18308,216898,1704068,1390632,3094700
"828","JFK",2006,2,29388,271913,16968,16968,182946,1535355,1187143,2722498
"829","JFK",2006,3,42018,326187,23575,23575,227146,1924651,1510311,3434962
"830","JFK",2006,4,40356,343421,25768,25768,224804,1915554,1628713,3544267
"831","JFK",2006,5,48992,336778,24205,24205,229254,1792067,1628022,3420089
"832","JFK",2006,6,51634,382700,23265,23265,220799,1906245,1847236,3753481
"833","JFK",2006,7,45666,450070,24149,24149,226198,2163771,2047036,4210807
"834","JFK",2006,8,47422,453017,24924,24924,232272,2183797,2037103,4220900
"835","JFK",2006,9,46993,355978,23772,23772,224838,1756511,1677933,3434444
"836","JFK",2006,10,44024,319331,22897,22897,226889,1988098,1580810,3568908
"837","JFK",2006,11,39388,309669,20035,20035,232954,2034358,1450090,3484448
"838","JFK",2006,12,41894,385036,23500,23500,219472,2099024,1640354,3739378
"839","JFK",2007,1,34906,384936,17972,17972,227421,1934117,1554887,3489004
"840","JFK",2007,2,28995,304760,16189,16189,198155,1728976,1278281,3007257
"841","JFK",2007,3,40599,375416,20116,20116,236789,2246579,1668913,3915492
"842","JFK",2007,4,39778,375256,16842,16842,245281,2285032,1747415,4032447
"843","JFK",2007,5,48604,386471,23015,23015,253241,2307120,1792700,4099820
"844","JFK",2007,6,49331,436100,19491,19491,248769,2385845,1989380,4375225
"845","JFK",2007,7,41729,492123,21707,21707,245595,2433302,2221701,4655003
"846","JFK",2007,8,46340,496012,24224,24224,260030,2481621,2253727,4735348
"847","JFK",2007,9,47570,395133,20117,20117,239014,2004638,1834587,3839225
"848","JFK",2007,10,43971,367860,21671,21671,258161,2144204,1740731,3884935
"849","JFK",2007,11,38393,356220,20471,20471,248494,2134835,1635355,3770190
"850","JFK",2007,12,39870,386444,24712,24712,239542,2087422,1826448,3913870
"851","JFK",2008,1,33305,375382,17429,17429,236784,1901340,1688786,3590126
"852","JFK",2008,2,28728,322635,17469,17469,213694,1789300,1478928,3268228
"853","JFK",2008,3,39144,370469,22218,22218,253238,2199145,1869574,4068719
"854","JFK",2008,4,36650,359060,23015,23015,248069,2157392,1786495,3943887
"855","JFK",2008,5,48255,377978,25651,25651,262828,2194908,1969038,4163946
"856","JFK",2008,6,47460,420422,23656,23656,257867,2280630,2055406,4336036
"857","JFK",2008,7,43769,471450,24477,24477,252086,2455147,2314585,4769732
"858","JFK",2008,8,48382,480045,24389,24389,266043,2440754,2379731,4820485
"859","JFK",2008,9,45691,365967,22209,22209,246178,1884655,1842307,3726962
"860","JFK",2008,10,41033,345239,21957,21957,239102,1991425,1820051,3811476
"861","JFK",2008,11,35837,327457,20123,20123,214648,1894311,1607426,3501737
"862","JFK",2008,12,40205,354895,20470,20470,228590,2015061,1786721,3801782
"863","JFK",2009,1,29741,341941,15704,15704,209646,1768859,1594086,3362945
"864","JFK",2009,2,26309,286336,16117,16117,186532,1668416,1335194,3003610
"865","JFK",2009,3,37024,334271,19583,19583,228477,2036804,1617790,3654594
"866","JFK",2009,4,38988,352347,27639,27639,231679,2050726,1774888,3825614
"867","JFK",2009,5,44244,361505,27116,27116,239822,2108892,1799906,3908798
"868","JFK",2009,6,47190,406380,25850,25850,230439,2163606,1950310,4113916
"869","JFK",2009,7,49198,460103,25783,25783,224927,2341718,2252860,4594578
"870","JFK",2009,8,49726,471519,25859,25859,253594,2354053,2337290,4691343
"871","JFK",2009,9,49976,366512,28072,28072,249693,1861490,1902411,3763901
"872","JFK",2009,10,41110,346661,27951,27951,258186,1942384,1858685,3801069
"873","JFK",2009,11,38519,318126,22751,22751,237609,1812214,1625556,3437770
"874","JFK",2009,12,43602,347352,28273,28273,248229,1912071,1807733,3719804
"875","JFK",2010,1,34149,339114,17407,17407,237638,1715308,1630461,3345769
"876","JFK",2010,2,30471,271392,17488,17488,208248,1503016,1378458,2881474
"877","JFK",2010,3,44122,337086,25162,25162,253265,1929849,1736163,3666012
"878","JFK",2010,4,38451,327943,25736,25736,240455,1883394,1741319,3624713
"879","JFK",2010,5,39454,358404,29523,29523,268163,1931696,2001224,3932920
"880","JFK",2010,6,42441,399066,26310,26310,263559,2103377,2178694,4282071
"881","JFK",2010,7,38500,454695,28315,28315,259184,2230636,2456409,4687045
"882","JFK",2010,8,52613,458248,31179,31179,274191,2255111,2463475,4718586
"883","JFK",2010,9,45675,367810,27668,27668,248388,1915327,2017928,3933255
"884","JFK",2010,10,45695,351967,28541,28541,274332,2041014,1972179,4013193
"885","JFK",2010,11,39260,325644,22095,22095,253358,2022362,1723291,3745653
"886","JFK",2010,12,41766,346203,26151,26151,234972,1873187,1817008,3690195
"887","JFK",2011,1,10924,333166,18835,18835,242298,1693776,1702462,3396238
"888","JFK",2011,2,14463,271014,18587,18587,208644,1588173,1396263,2984436
"889","JFK",2011,3,20590,331169,26632,26632,270817,2054681,1799902,3854583
"890","JFK",2011,4,21300,343751,31568,31568,270976,1964274,2004774,3969048
"891","JFK",2011,5,24681,364680,29864,29864,289299,2091363,2091539,4182902
"892","JFK",2011,6,26243,388817,27531,27531,275755,2121592,2224340,4345932
"893","JFK",2011,7,23845,441797,29488,29488,274426,2301727,2522166,4823893
"894","JFK",2011,8,25693,427667,31003,31003,274334,2137664,2402236,4539900
"895","JFK",2011,9,25129,372426,29196,29196,283962,1951994,2080198,4032192
"896","JFK",2011,10,28917,342392,29573,29573,289861,1999591,1997183,3996774
"897","JFK",2011,11,25039,316152,22173,22173,265487,1950189,1746428,3696617
"898","JFK",2011,12,25450,340231,28034,28034,248957,1903489,1918593,3822082
"899","JFK",2012,1,22875,336280,18315,18315,250856,1775776,1746929,3522705
"900","JFK",2012,2,20558,285249,20116,20116,230279,1719169,1520808,3239977
"901","JFK",2012,3,31992,337782,28584,28584,282031,2151141,1903272,4054413
"902","JFK",2012,4,31555,340944,33727,33727,276266,2056205,2074905,4131110
"903","JFK",2012,5,35447,350505,33664,33664,283487,2069256,2127613,4196869
"904","JFK",2012,6,37401,392391,33437,33437,276276,2150154,2372295,4522449
"905","JFK",2012,7,36276,435617,34927,34927,287312,2279417,2630326,4909743
"906","JFK",2012,8,36738,438783,39139,39139,296834,2302256,2684475,4986731
"907","JFK",2012,9,31268,365767,35312,35312,287063,1935799,2199135,4134934
"908","JFK",2012,10,28451,318893,33018,33018,279677,1908691,1935361,3844052
"909","JFK",2012,11,29964,313693,28851,28851,262962,1901968,1836685,3738653
"910","JFK",2012,12,26647,346382,35145,35145,246598,1967251,2025289,3992540
"911","JFK",2013,1,26251,335008,22984,22984,256662,1837638,1889308,3726946
